,label,x1,x2,x3
0,1611.2296611896973,32.32930159028048,9.22431467462081,91.57700859041768
1,-4731.322728755748,13.974914568027025,6.537410217482035,-23.5400030529632
2,-5124.50713733606,7.473981220319235,27.63023037436124,-9.02325982623475
3,-32468.60265445521,42.1934975469524,14.912490443383442,-41.60898433352672
4,-21947.785234746425,44.890835257560255,7.095786208107507,9.495358619850766
5,10075.441328567997,-3.192407778008528,16.087500526428496,38.54660774907421
6,2172.2903111279697,10.650276674199231,4.962254216242468,44.33767261806176
7,20075.830558661462,-13.51329297945035,28.792721318386025,41.89224547353042
8,11944.107505071554,-4.505850129088461,21.218593900881704,35.58484676527401
9,49088.55085083895,-6.787796103069326,26.784739490593964,105.85649023946564
10,29649.32717111208,-7.942018190504628,18.5314150419806,99.20289809825876
11,-36941.365848608126,13.538135751153956,15.153525269000214,-132.81528566010232
12,-6328.710063314422,9.568203490460911,15.47986542309767,-21.01698642406144
13,-19764.132973890624,44.234281343980896,21.671215107221983,11.047888491850957
14,-294.5963769198335,-0.0517438608863631,20.389827432840647,-1.1157816702494312
15,26023.504003117163,18.353916599847533,23.298086580276824,78.22835061900192
16,-1961.4651537086772,17.96554271978297,27.1393620265152,5.62790560929196
17,-26210.982179798422,16.32259026372692,23.044815193817037,-63.13908476699581
18,-1750.6022575525426,8.634738065732371,8.280600841742418,-5.096016659697758
19,-1461.6961099636094,-4.501026589424063,9.423893796615337,-8.26263255085623
20,11637.464276506218,-0.6563560188465463,10.031532999029375,75.51430936642339
21,-13089.267596112331,25.28074242048912,10.980645578181829,-29.496943728768624
22,8383.40352938111,1.1769524737407746,28.278729904767747,17.397937468731605
23,-5836.074312657406,-6.146136137467723,10.27106339137747,-33.21376104070531
24,-38454.74565006504,13.815961093442382,22.35873604803949,-95.59612796304184
25,1157.2042986044614,15.296338410810776,6.130568856860785,40.0208921681007
26,5112.35368635044,26.035355456395497,18.164899095205406,44.70754902082717
27,-21233.02617474684,34.579090516896514,27.06062911405532,-14.115919677156633
28,-12629.400469135277,27.767466058964263,8.041587603761773,-22.56753804670094
29,14918.954588780678,21.5718832682826,15.589218733452558,79.33295366031835
30,-7480.213039262592,27.62942529761997,7.272219947555662,13.175612446651934
31,-22611.580271991174,43.42497860023296,28.600845839911862,3.163990866766453
32,-9252.53231147986,-3.709637484585208,24.741778130105107,-23.387992040045216
33,-16229.366175532756,38.83756333863609,9.491430566130228,6.201008957650791
